Player,teamAbbreviation,GP,MPG,PTS,REB,AST,STL,BLK,TO,FG%,3P%,FT%
Nate_Williams,HOU,22,5.9,2.9,1,0.3,0.2,0,0.2,54,40,53.8
Jermaine_Samuels_Jr.,HOU,14,4.3,1.4,0.9,0.2,0.1,0.1,0,64.3,0,100
Cam_Whitmore,HOU,47,18.7,12.3,3.8,0.7,0.6,0.4,1,45.4,35.9,67.9
Amen_Thompson,HOU,62,22.4,9.5,6.6,2.6,1.3,0.6,1.5,53.6,13.8,68.4
James_Johnson,IND,9,5.2,0.9,0.4,0.9,0.6,0.1,0.6,30,0,100
Doug_McDermott,IND,18,11.3,4.2,0.6,0.7,0.3,0,0.2,40.6,32.1,50
Myles_Turner,IND,77,27,17.1,6.9,1.3,0.5,1.9,1.4,52.4,35.8,77.3
T.J._McConnell,IND,71,18.2,10.2,2.7,5.5,1,0.1,1.5,55.6,40.9,79
Buddy_Hield,IND,52,25.7,12,3.2,2.7,0.8,0.6,1.2,44.3,38.4,84.8
Pascal_Siakam,IND,41,31.8,21.3,7.8,3.7,0.8,0.4,1.4,54.9,38.6,69.9
Daniel_Theis,IND,1,8,2,0,0,0,0,0,25,0,0
Bruce_Brown,IND,33,29.7,12.1,4.7,3,1.1,0.2,1.2,47.5,32.7,81.7
Obi_Toppin,IND,82,21.1,10.3,3.9,1.6,0.6,0.5,0.8,57.3,40.3,77
Aaron_Nesmith,IND,72,27.7,12.2,3.8,1.5,0.9,0.7,0.9,49.6,41.9,78.1
Jordan_Nwora,IND,18,10.2,5.2,1.8,1,0.3,0.1,0.7,45.1,30.6,81.8
Jalen_Smith,IND,61,17.2,9.9,5.5,1,0.3,0.6,0.7,59.2,42.4,69.2
Tyrese_Haliburton,IND,69,32.2,20.1,3.9,10.9,1.2,0.7,2.3,47.7,36.4,85.5
Isaiah_Jackson,IND,60,12.9,6.4,4,0.8,0.6,1,0.7,66.5,0,71.6
Andrew_Nembhard,IND,68,25,9.2,2.1,4.1,0.9,0.1,1.5,49.8,35.7,80.4
Kendall_Brown,IND,15,4.2,1.4,0.3,0.3,0,0,0.1,53.3,0,62.5
Bennedict_Mathurin,IND,59,26.1,14.5,4,2,0.6,0.2,1.6,44.6,37.4,82.1
Quenton_Jackson,IND,3,3.7,0.7,1.3,0.7,0.3,0,0,0,100,100
Ben_Sheppard,IND,57,14.3,4.4,1.6,0.9,0.6,0,0.3,39.3,31.4,88.5
Jarace_Walker,IND,33,10.3,3.6,1.9,1.2,0.5,0.3,0.5,40.9,40,88.9
Isaiah_Wong,IND,1,4,2,0,0,0,0,0,33.3,0,0
Oscar_Tshiebwe,IND,8,5.3,3.3,2,0.3,0.3,0.1,0,50,0,75
Nicolas_Batum,LAC,3,18,2.7,2.3,1.7,1,1.3,0.3,1,37.5,28.6
Paul_George,LAC,74,33.8,22.6,5.2,3.5,1.5,0.5,2.1,47.1,41.3,90.7
James_Harden,LAC,72,34.3,16.6,5.1,8.5,1.1,0.8,2.6,42.8,38.1,87.8
Kawhi_Leonard,LAC,68,34.3,23.7,6.1,3.6,1.6,0.9,1.8,52.5,41.7,88.5
Mason_Plumlee,LAC,46,14.7,5.3,5.1,1.2,0.3,0.4,0.8,56.9,0,70.7
P.J._Tucker,LAC,28,15,1.6,2.5,0.6,0.5,0.2,0.2,35.6,36.7,100
Russell_Westbrook,LAC,68,22.5,11.1,5,4.5,1.1,0.3,2.1,45.4,27.3,68.8
Robert_Covington,LAC,3,23,3,2.7,2.3,2,0.7,0,33.3,25,50
Norman_Powell,LAC,76,26.2,13.9,2.6,1.1,0.6,0.3,0.9,48.6,43.5,83.1
Ivica_Zubac,LAC,68,26.4,11.7,9.2,1.4,0.3,1.2,1.2,64.9,0,72.3
Daniel_Theis,LAC,59,17.1,6.3,4.1,1,0.4,0.9,0.7,53.6,37.1,76
Terance_Mann,LAC,75,25,8.8,3.4,1.6,0.6,0.2,0.6,51.5,34.8,83.2
Amir_Coffey,LAC,70,20.9,6.6,2.1,1.1,0.6,0.2,0.5,47.2,38,85.9
KJ_Martin,LAC,2,15.5,5,1.5,0.5,1,0.5,1,40,20,50
Brandon_Boston_Jr.,LAC,32,10.8,5.2,1.6,0.4,0.3,0.3,0.8,40.4,26.9,69.7
Bones_Hyland,LAC,37,14.6,6.9,1.5,2.5,0.7,0.1,1.2,38.6,32.6,78.3
Joshua_Primo,LAC,2,5,1,0.5,0,0,0.5,2,33.3,0
Xavier_Moon,LAC,14,8.5,2.4,1.3,1.5,0.2,0.2,0.4,32.6,11.8,50
Moussa_Diabate,LAC,11,5.8,2.6,2.2,0.4,0.5,0.1,0.2,52.6,0,64.3
Kobe_Brown,LAC,44,9,2,1.4,0.6,0.3,0.1,0.2,41.1,29.2,50
Jordan_Miller,LAC,8,3.5,1.6,0.6,0,0,0,0.1,55.6,50,100
Anthony_Davis,LAL,76,35.5,24.7,12.6,3.5,1.2,2.3,2.1,55.6,0.4,81.6
LeBron_James,LAL,71,35.3,25.7,7.3,8.3,1.3,0.5,3.5,9.6,54,75
Spencer_Dinwiddie,LAL,28,24.2,6.8,1.7,2.4,0.5,0.5,1,2,39.7,88
D'Angelo_Russell,LAL,76,32.7,18,3.1,6.3,0.9,0.5,2.1,6.5,45.6,82.8
Christian_Wood,LAL,50,17.4,6.9,5.1,1,0.3,0.7,1,2.5,46.6,70.2
Taurean_Prince,LAL,78,27,8.9,2.9,1.5,0.7,0.4,0.9,3.2,44.2,73.5
Harry_Giles_III,LAL,7,2.7,0.3,0.6,0,0.1,0,0,0.1,16.7,0
Jarred_Vanderbilt,LAL,29,20,5.2,4.8,1.2,1.2,0.2,1,2,51.8,66.7
Gabe_Vincent,LAL,11,19.8,3.1,0.8,1.9,0.8,0,0.5,1.4,30.6,50
Jaxson_Hayes,LAL,70,12.5,4.3,3,0.5,0.5,0.4,0.6,1.8,72,62.2
Rui_Hachimura,LAL,68,26.9,13.6,4.3,1.2,0.6,0.4,0.7,5.3,53.7,73.9
Cam_Reddish,LAL,48,20.5,5.4,2.1,1,1,0.3,0.6,1.9,38.9,75.9
Dylan_Windler,LAL,8,3.5,1.5,0.4,0.8,0,0,0,0.5,44.4,0
Skylar_Mays,LAL,17,4.5,1.3,0.4,0.6,0.4,0.1,0.1,0.6,47.6,0
Austin_Reaves,LAL,82,32.1,15.9,4.3,5.5,0.8,0.3,2.1,5.6,48.6,85.3
Max_Christie,LAL,67,14.1,4.2,2.1,0.9,0.3,0.3,0.5,1.5,42.7,78.3
Jalen_Hood-Schifino,LAL,21,5.2,1.6,0.6,0.4,0.1,0.1,0.4,0.5,22.2,60
Maxwell_Lewis,LAL,34,3,0.3,0.1,0.2,0.1,0,0.3,0.1,19,66.7
D'Moi_Hodge,LAL,7,5.9,2,0,0.7,0.1,0.1,0.1,0.7,33.3,50
Colin_Castleton,LAL,16,3.7,1.5,0.8,0.2,0.1,0,0.2,0.6,56.3,100
Alex_Fudge,LAL,4,3.5,1,0.5,0,0,0,0.3,0.3,16.7,100
Jimmy_Butler,MIA,60,34,20.8,5.3,5,1.3,0.3,1.7,49.9,41.4,85.8
Kevin_Love,MIA,55,16.8,8.8,6.1,2.1,0.3,0.2,0.9,44,34.4,78.7
Kyle_Lowry,MIA,37,28,8.2,3.5,4,1.1,0.4,1.4,42.6,38.5,83.3
Patty_Mills,MIA,13,16.4,5.8,1.2,1.5,0.8,0,0.6,33.8,20.8,100
Terry_Rozier,MIA,31,31.5,16.4,4.2,4.6,1,0.3,1.3,42.3,37.1,91.3
Delon_Wright,MIA,14,20.4,5.4,1.9,2.6,1.4,0.2,0.2,39.4,36.7,81.3
Josh_Richardson,MIA,43,25.7,9.9,2.8,2.4,0.6,0.3,0.8,44.4,34.7,94.4
Bam_Adebayo,MIA,71,34,19.3,10.4,3.9,1.1,0.9,2.3,52.1,35.7,75.5
Thomas_Bryant,MIA,38,11.6,5.7,3.7,0.6,0.3,0.4,0.6,57.7,18.2,87.2
Duncan_Robinson,MIA,68,28,12.9,2.5,2.8,0.7,0.2,1.4,45,39.5,88.9
Haywood_Highsmith,MIA,66,20.7,6.1,3.2,1.1,0.8,0.5,0.5,46.5,39.6,63.9
Tyler_Herro,MIA,42,33.5,20.8,5.3,4.5,0.7,0.1,2.2,44.1,39.6,85.6
Caleb_Martin,MIA,64,27.4,10,4.4,2.2,0.7,0.5,1.2,43.1,34.9,77.8
RJ_Hampton,MIA,8,9.5,1.3,0.8,1,0,0,0.4,28.6,12.5,50
Dru_Smith,MIA,9,14.6,4.3,1.6,1.6,1,0.3,0.6,45.5,41.2,100
Alondes_Williams,MIA,7,2.3,0.7,0.1,0,0,0.1,0.3,25,0,100
Cole_Swider,MIA,18,4.8,2.3,0.4,0.3,0.1,0.1,0.4,39.5,33.3,100
Orlando_Robinson,MIA,36,8.4,2.8,2.3,0.9,0.2,0.2,0.5,50,53.3,76
Nikola_Jovic,MIA,46,19.5,7.7,4.2,2,0.5,0.3,0.9,45.2,39.9,70.2
Jamal_Cain,MIA,26,10,3.7,1.4,0.4,0.4,0.2,0.3,43,35.5,78.3
Jaime_Jaquez_Jr.,MIA,75,28.2,11.9,3.8,2.6,1,0.3,1.5,48.9,32.2,81.1
Bismack_Biyombo,MEM,30,23.9,5.2,6.4,1.7,0.3,1.1,1.3,56.3,,47.8
Derrick_Rose,MEM,24,16.6,8,1.9,3.3,0.3,0.1,1.3,46.1,36.6,88.9
Marcus_Smart,MEM,20,30.3,14.5,2.7,4.3,2.1,0.3,3.1,43,31.3,76.8
Luke_Kennard,MEM,39,25.6,11,2.9,3.5,0.5,0.1,1.4,44.8,45,88.9
Shaquille_Harrison,MEM,3,2,0.7,0.7,0,0,0.3,0,50,,
Jaren_Jackson_Jr.,MEM,66,32.2,22.5,5.5,2.3,1.2,1.6,2.4,44.4,32,80.8
Yuta_Watanabe,MEM,5,16.4,2.6,1.8,1,0.6,0,0.6,31.6,10,0
Wenyen_Gabriel,MEM,5,16.2,3.4,5,0.6,0.4,0.4,1.6,36.4,16.7,0
Ja_Morant,MEM,9,35.3,25.1,5.6,8.1,0.8,0.6,3,47.1,27.5,81.3
Brandon_Clarke,MEM,6,22.3,11.3,5.3,1.5,0.8,1,0.5,55.9,16.7,14.3
Jaylen_Nowell,MEM,9,17.3,5.7,1.6,1.8,0.3,0,0.6,40,17.4,100
John_Konchar,MEM,55,21.3,4.3,4.7,2,0.9,0.9,0.8,42.3,31.7,84
Desmond_Bane,MEM,42,34.4,23.7,4.4,5.5,1,0.5,2.7,46.4,38.1,87
Xavier_Tillman_Sr.,MEM,34,20.6,6,4.6,1.7,1.2,1,0.9,40.8,22.6,41.9
Lamar_Stevens,MEM,19,23,11.5,5.1,1.1,0.9,0.9,0.8,44.6,28.9,79.1
Zavier_Simpson,MEM,7,23,6,2.9,3.6,1,0.4,1.4,31.5,29.4,75
Ziaire_Williams,MEM,51,20.4,8.2,3.5,1.5,0.7,0.2,1.3,39.7,30.7,82.7
Santi_Aldama,MEM,61,26.5,10.7,5.8,2.3,0.7,0.9,1.1,43.5,34.9,62.1
Matt_Hurt,MEM,8,14.1,4,2,0.5,0.4,0.4,0.3,35.3,25,100
DeJon_Jarreau,MEM,9,16.7,4.8,4.9,2.9,0.7,0.2,1,34,30.8,45.5
Jordan_Goodwin,MEM,17,29.2,10,8,4.5,1.5,0.5,1.6,34.9,31.1,63.3
Vince_Williams_Jr.,MEM,52,27.6,10,5.6,3.4,0.9,0.7,1.8,44.6,37.8,80
David_Roddy,MEM,48,23.2,8.4,4.2,1.6,0.5,0.2,1.1,40.2,30.1,68.7
Kenneth_Lofton_Jr.,MEM,15,6.6,2.6,1,0.9,0.2,0.2,0.4,37.8,30,53.3
Jake_LaRavia,MEM,35,23,10.8,3.7,1.7,0.8,0.3,1.3,38.9,34,82.6
Giannis_Antetokounmpo,MIL,73,35.2,30.4,11.5,6.5,1.2,1.1,3.4,61.1,27.4,65.7
Patrick_Beverley,MIL,26,20.9,6,3.6,2.6,0.7,0.5,0.6,39.1,36.1,85.2
Jae_Crowder,MIL,50,23.1,6.2,3.2,1.3,0.8,0.2,0.5,42.2,34.9,72.2
Danilo_Gallinari,MIL,17,9.1,2.8,1.1,0.7,0.4,0.1,0.6,37.8,17.6,88.9
Damian_Lillard,MIL,73,35.3,24.3,4.4,7,1,0.2,2.6,42.4,35.4,92
Brook_Lopez,MIL,79,30.5,12.5,5.2,1.6,0.5,2.4,1,48.5,36.6,82.1
Robin_Lopez,MIL,16,4.1,1.1,0.3,0.3,0.1,0.2,0.1,36.8,25,100
Khris_Middleton,MIL,55,27,15.1,4.7,5.3,0.9,0.3,2.3,49.3,38.1,83.3
Thanasis_Antetokounmpo,MIL,34,4.6,0.9,0.4,0.5,0.2,0.1,0.4,53.3,,100
Cameron_Payne,MIL,47,14.9,6.2,1.3,2.3,0.5,0.1,0.7,45.5,39.7,84.1
Bobby_Portis,MIL,82,24.5,13.8,7.4,1.3,0.8,0.4,1.1,50.8,40.7,79
Pat_Connaughton,MIL,76,22.1,5.6,3.1,2.1,0.5,0.3,0.6,43.5,34.5,75.9
Malik_Beasley,MIL,79,29.6,11.3,3.7,1.4,0.7,0.1,0.7,44.3,41.3,71.4
Lindell_Wigginton,MIL,3,2.7,2,0,0,0,0,0.3,40,0,100
Marques_Bolden,MIL,2,1.5,0,1,0,0,0,0,
Ryan_Rollins,MIL,3,4,1,0.7,1,0.7,0,0.3,50,100
TyTy_Washington_Jr.,MIL,11,5.1,1.3,0.5,0.5,0.3,0,0.2,30,33.3,
AJ_Green,MIL,56,11,4.5,1.1,0.5,0.2,0.1,0.2,42.3,40.8,89.5
MarJon_Beauchamp,MIL,48,12.7,4.4,2.1,0.6,0.3,0.1,0.6,48.8,40,67.9
Andre_Jackson_Jr.,MIL,57,10,2.2,2,0.9,0.3,0.1,0.5,50,37,72.7
Chris_Livingston,MIL,21,4.3,1.2,1,0.2,0.1,0,0.2,50,20,75
Mike_Conley,MIN,76,28.9,11.4,2.9,5.9,1.2,0.2,1.3,45.7,44.2,91.1
Rudy_Gobert,MIN,76,34.1,14,12.9,1.3,0.7,2.1,1.6,66.2,,63.8
T.J._Warren,MIN,11,11.4,3.7,2,0.8,0.4,0.1,0.4,43.9,15.4,75
Kyle_Anderson,MIN,79,22.6,6.4,3.5,4.2,0.9,0.6,1.2,46,22.9,70.8
Karl-Anthony_Towns,MIN,62,32.7,21.8,8.3,3,0.7,0.7,2.9,50.4,41.6,87.3
Justin_Jackson,MIN,2,0.5,0,0,0,0,0,0
Monte_Morris,MIN,27,15.1,5.1,1.7,2.3,0.7,0.3,0.2,41.7,42.4,70.6
Troy_Brown_Jr.,MIN,37,11.1,4.2,1.9,0.9,0.2,0.1,0.5,44.1,36.9,86.4
Shake_Milton,MIN,38,12.9,4.7,1.3,1.3,0.4,0.1,0.7,40,26.4,81.8
Jordan_McLaughlin,MIN,56,11.2,3.5,1.3,2,0.6,0.1,0.3,48.3,47.2,72.2
Nickeil_Alexander-Walker,MIN,82,23.4,8,2,2.5,0.8,0.5,0.9,43.9,39.1,80
Naz_Reid,MIN,81,24.2,13.5,5.2,1.3,0.8,0.9,1.4,47.7,41.4,73.6
Anthony_Edwards,MIN,79,35.1,25.9,5.4,5.1,1.3,0.5,3.1,46.1,35.7,83.6
Jaden_McDaniels,MIN,72,29.2,10.5,3.1,1.4,0.9,0.6,1.2,48.9,33.7,72.2
Luka_Garza,MIN,25,4.9,4,1.2,0.2,0.2,0,0.2,48,28.1,72
Daishen_Nix,MIN,15,3.3,1.8,0.2,0.4,0.3,0,0.3,37.5,35.3,50
Josh_Minott,MIN,32,2.8,1.6,0.5,0.3,0.2,0.2,0.1,47.2,40,85.7
Wendell_Moore_Jr.,MIN,25,3,0.7,0.5,0.2,0.2,0,0.2,50,0
Leonard_Miller,MIN,1,2,2,2,1,0,0,0,100
Leonard_Miller,MIN,17,3.1,1.7,1.2,0.5,0.1,0.1,0.1,65,40,50
CJ_McCollum,NOP,66,32.7,20,4.3,4.6,0.9,0.6,1.7,45.9,42.9,82.7
Jonas_Valanciunas,NOP,82,23.5,12.2,8.8,2.1,0.4,0.8,1.4,55.9,30.8,78.5
Cody_Zeller,NOP,43,7.4,1.8,2.6,0.9,0.2,0.1,0.4,41.9,33.3,60.5
Larry_Nance_Jr.,NOP,61,19.9,5.7,5,1.9,1,0.3,0.8,57.3,41.5,77
Brandon_Ingram,NOP,64,32.9,20.8,5.1,5.7,0.8,0.6,2.5,49.2,35.5,80.1
Kaiser_Gates,NOP,1,7,0,1,0,0,0,0,0,0
Zion_Williamson,NOP,70,31.5,22.9,5.8,5,1.1,0.7,2.8,57,33.3,70.2
Kira_Lewis_Jr.,NOP,15,9.6,2.9,0.9,1.2,0.3,0.1,0.5,30.8,10,90.9
Naji_Marshall,NOP,66,19,7.1,3.6,1.9,0.7,0.2,1,46.3,38.7,79.1
Trey_Murphy_III,NOP,57,29.6,14.8,4.9,2.2,0.9,0.5,0.6,44.3,38,81.5
Herbert_Jones,NOP,76,30.5,11,3.6,2.6,1.4,0.8,1.2,49.8,41.8,86.7
Jeremiah_Robinson-Earl,NOP,39,8.6,2.9,1.9,0.5,0.3,0.1,0.4,47.4,33.3,75
Jose_Alvarado,NOP,56,18.4,7.1,2.3,2.1,1.1,0.3,0.7,41.2,37.7,67.3
Matt_Ryan,NOP,28,13.9,5.4,1.4,0.6,0.2,0,0.7,43.4,45.1,92.9
Jalen_Crutcher,NOP,1,3,0,0,0,0,0,0,0,0
Dereon_Seabron,NOP,6,9.2,2.3,1.2,0.8,0.3,0.2,0,30.8,50,83.3
Dyson_Daniels,NOP,61,22.3,5.8,3.9,2.7,1.4,0.4,1,44.7,31.1,64.2
E.J._Liddell,NOP,8,2.9,0.5,0.6,0.1,0.3,0.3,0.3,16.7,0,100
Izaiah_Brockington,NOP,1,3,4,2,0,0,0,0,40,0
Jordan_Hawkins,NOP,67,17.3,7.8,2.2,1,0.3,0.1,0.6,38.2,36.6,83.8
Alec_Burks,NYK,23,13.5,6.5,1.7,0.9,0.3,0,0.7,30.7,30.1,72.7
Evan_Fournier,NYK,3,13,4,1.3,1,1.3,0,0.3,20,13.3,100
Taj_Gibson,NYK,16,10.3,1,1.8,0.6,0.1,0.4,0.3,30.4,0,100
Bojan_Bogdanovic,NYK,29,19.2,10.4,2,0.9,0.2,0,1.3,43,37,80
Julius_Randle,NYK,46,35.4,24,9.2,5,0.5,0.3,3.5,47.2,31.1,78.1
Ryan_Arcidiacono,NYK,20,2.3,0,0.4,0.2,0.1,0,0.1,0,0.3
OG_Anunoby,NYK,23,34.9,14.1,4.4,1.5,1.7,1,1.7,48.8,39.4,79.1
Josh_Hart,NYK,81,33.4,9.4,8.3,4.1,0.9,0.3,1.5,43.4,31,79.1
Isaiah_Hartenstein,NYK,75,25.3,7.8,8.3,2.5,1.2,1.1,1.2,64.4,33.3,70.7
Donte_DiVincenzo,NYK,81,29.1,15.5,3.7,2.7,1.3,0.4,1.4,44.3,40.1,75.4
Jalen_Brunson,NYK,77,35.4,28.7,3.6,6.7,0.9,0.2,2.4,47.9,40.1,84.7
Mitchell_Robinson,NYK,31,24.8,5.6,8.5,0.6,1.2,1.1,0.8,57.5,0,40.9
Shake_Milton,NYK,6,4.5,1.8,1,0.7,0.2,0,0,44.4,50,100
RJ_Barrett,NYK,26,29.5,18.2,4.3,2.4,0.5,0.3,1.8,42.3,33.1,83.1
Dylan_Windler,NYK,3,2.3,1,0.3,0.3,0,0,0,50,50
Charlie_Brown_Jr.,NYK,8,4.6,0.8,0.3,0,0,0.3,0.3,20,28.6
DaQuan_Jeffries,NYK,17,2.7,0.8,0.3,0.3,0,0.1,0.2,35.3,20,0
Malachi_Flynn,NYK,14,4.3,2.2,0.4,0.4,0.1,0,0.2,39.1,30.8,81.8
Precious_Achiuwa,NYK,49,24.2,7.6,7.2,1.1,0.6,1.1,1.1,52.5,26,64.3
Immanuel_Quickley,NYK,30,24,15,2.6,2.5,0.5,0.1,1,45.4,39.5,87.2
Mamadi_Diakite,NYK,3,2.7,0,0.3,0,0.3,0,0.3,0,0
Miles_McBride,NYK,68,19.5,8.3,1.5,1.7,0.7,0.1,0.4,45.2,41,86
Jericho_Sims,NYK,45,13,2,3.3,0.6,0.2,0.4,0.4,69.1,0,66.7
Quentin_Grimes,NYK,45,20.2,7.3,2,1.2,0.7,0.1,0.5,39.5,36.3,70.6
Jacob_Toppin,NYK,9,4.2,1.4,0.8,0.3,0,0.1,0.1,55.6,25,100
Bismack_Biyombo,OKC,10,7.3,1.8,1.8,0.2,0.1,0.3,0.4,58.3,0,50
Gordon_Hayward,OKC,26,17.2,5.3,2.5,1.6,0.5,0,0.6,45.3,51.7,69.2
Davis_Bertans,OKC,15,6.1,2.9,0.7,0.6,0.2,0.2,0.1,38.5,41.7,93.3
Mike_Muscala,OKC,16,5.7,1.1,1.3,0.3,0.1,0.1,0.3,36.4,9.1,0
Vasilije_Micic,OKC,30,12,3.3,0.8,2.5,0.3,0.1,1,40.7,24.4,73.7
Shai_Gilgeous-Alexander,OKC,75,34,30.1,5.5,6.2,2,0.9,2.2,53.5,35.3,87.4
Kenrich_Williams,OKC,69,14.9,4.7,3,1.3,0.6,0.1,0.5,46.8,39.7,50
Luguentz_Dort,OKC,79,28.4,10.9,3.6,1.4,0.9,0.6,0.9,43.8,39.4,82.6
Isaiah_Joe,OKC,78,18.5,8.2,2.3,1.3,0.6,0.3,0.6,45.8,41.6,86.5
Aleksej_Pokusevski,OKC,10,6,1.2,1,0.5,0.1,0.1,0.3,25,18.2,50
Tre_Mann,OKC,13,9.2,3.8,1.8,1.5,0.2,0,0.7,50,42.1,100
Josh_Giddey,OKC,80,25.1,12.3,6.4,4.8,0.6,0.6,2.1,47.5,33.7,80.6
Aaron_Wiggins,OKC,78,15.7,6.9,2.4,1.1,0.7,0.2,0.7,56.2,49.2,78.9
Olivier_Sarr,OKC,15,6.5,2.3,2.4,0.1,0,0.5,0.2,57.9,33.3,66.7
Lindy_Waters_III,OKC,38,7.4,3.6,1.1,0.6,0.1,0.2,0.2,47.1,43.5,100
Jaylin_Williams,OKC,69,13,4,3.4,1.6,0.4,0.4,0.5,41.7,36.8,80.5
Jalen_Williams,OKC,71,31.3,19.1,4,4.5,1.1,0.6,1.7,54,42.7,81.4
Ousmane_Dieng,OKC,33,11.1,4,1.5,1.1,0.2,0.2,0.6,42.2,30,87.5
Chet_Holmgren,OKC,82,29.4,16.5,7.9,2.4,0.6,2.3,1.6,53,37,79.3
Cason_Wallace,OKC,82,20.6,6.8,2.3,1.5,0.9,0.5,0.5,49.1,41.9,78.4
Keyontae_Johnson,OKC,9,7.3,1.2,1.1,0.4,0.1,0,0.4,31.3,33.3
